day,date,time,temp,feelslike,humidity,dew,precip,windgust,windspeed,winddir,pressure,visibility,cloudcover,solarradiation,solarenergy,uvindex
Friday,23-08-2024,10:00:00,84.1,100.4,94.35,82.3,0.016,4,5.8,260,1008,2.5,100,503,1.8,5
Friday,23-08-2024,11:00:00,80.5,87.9,94.27,78.7,0.063,3.1,5.8,20,1008,2.5,100,689,2.5,7
Friday,23-08-2024,12:00:00,80.5,87.9,94.27,78.7,0,2.9,6.9,70,1007,2.5,88,801,2.9,8
Friday,23-08-2024,13:00:00,82.3,92.1,88.91,78.7,0,1.6,2.2,80,1006,2.5,88,865,3.1,9
Friday,23-08-2024,14:00:00,84.1,93.9,79.05,76.9,0,2,3.4,50,1005,2.5,88,835,3,8
Friday,23-08-2024,15:00:00,87.7,99.7,70.47,76.9,0,2.5,4.7,40,1004,3.1,50,701,2.5,7
Friday,23-08-2024,16:00:00,87.7,99.7,70.47,76.9,0,3.1,4.7,40,1004,3.1,50,609,2.2,6
Friday,23-08-2024,17:00:00,85.9,96.9,74.62,76.9,0,4.9,2.2,54.3,1004,3.1,50,469,1.7,5
Friday,23-08-2024,18:00:00,85.9,99.1,79.19,78.7,0.004,3.4,3.4,20,1004,3.1,50,173,0.6,2
Friday,23-08-2024,19:00:00,84.1,93.9,79.05,76.9,0,4.9,3.4,50,1004,2.5,50,66,0.2,0
Friday,23-08-2024,20:00:00,84.1,93.9,79.05,76.9,0.012,6.3,2.2,37.9,1005,2.5,50,0,0,0
Friday,23-08-2024,21:00:00,82.3,92.1,88.91,78.7,0.024,7.4,2.2,59.6,1006,2.5,50,0,0,0
Friday,23-08-2024,22:00:00,82.3,92.1,88.91,78.7,0.008,8.1,0,0,1006,2.5,50,0,0,0
Friday,23-08-2024,23:00:00,82.3,92.1,88.91,78.7,0.004,8.3,0,0,1006,2.5,50,0,0,0
Saturday,24-08-2024,00:00:00,82.3,92.1,88.91,78.7,0,8.1,2.2,89.3,1006,2.5,50,0,0,0
Saturday,24-08-2024,01:00:00,82.3,92.1,88.91,78.7,0,7.2,0,0,1006,2.5,50,0,0,0
Saturday,24-08-2024,02:00:00,80.5,87.9,94.27,78.7,0,8.9,0,0,1006,2.5,50,0,0,0
Saturday,24-08-2024,03:00:00,80.5,87.9,94.27,78.7,0,10.1,2.2,104.4,1005,2.5,50,0,0,0
Saturday,24-08-2024,04:00:00,80.5,87.9,94.27,78.7,0,10.7,0,0,1005,2.5,50,0,0,0
Saturday,24-08-2024,05:00:00,80.5,87.9,94.27,78.7,0,11,0,0,1005,1.9,50,0,0,0
Saturday,24-08-2024,06:00:00,80.5,87.9,94.27,78.7,0,9.4,0,0,1006,1.9,50,0,0,0
Saturday,24-08-2024,07:00:00,84.1,95.8,83.89,78.7,0,10.1,3.4,60,1007,1.9,50,10,0,0
Saturday,24-08-2024,08:00:00,85.9,101.6,84,80.5,0,10.5,2.2,109.2,1007,1.2,88,118,0.4,1
Saturday,24-08-2024,09:00:00,85.9,101.6,84,80.5,0,9.6,3.4,60,1007,1.2,88,316,1.1,3
Saturday,24-08-2024,10:00:00,87.7,104.9,79.32,80.5,0,8.3,3.4,50,1007,1.9,88,510,1.8,5
Saturday,24-08-2024,11:00:00,89.5,107.8,74.94,80.5,0,7.6,5.8,60,1006,1.9,88,685,2.5,7
Saturday,24-08-2024,12:00:00,89.5,107.8,74.94,80.5,0,7.4,6.9,70,1006,1.2,88,813,2.9,8
Saturday,24-08-2024,13:00:00,91.3,114.1,75.1,82.3,0,7.2,5.8,60,1005,1.9,88,871,3.1,9
Saturday,24-08-2024,14:00:00,93.1,113.2,66.97,80.5,0,7.6,3.4,50,1004,1.9,88,853,3.1,9
Saturday,24-08-2024,15:00:00,93.1,113.2,66.97,80.5,0,8.1,4.7,40,1002,1.9,88,578,2.1,6
Saturday,24-08-2024,16:00:00,91.3,110.6,70.83,80.5,0,7.2,6.9,20,1001,1.9,88,307,1.1,3
Saturday,24-08-2024,17:00:00,89.5,107.8,74.94,80.5,0,6.3,6.9,30,1001,1.9,50,238,0.9,2
Saturday,24-08-2024,18:00:00,89.5,104.9,70.65,78.7,0,7.6,5.8,10,1002,1.9,50,168,0.6,2
Saturday,24-08-2024,19:00:00,87.7,102.1,74.78,78.7,0,7.8,4.7,40,1003,1.9,50,43,0.2,0
Saturday,24-08-2024,20:00:00,85.9,101.6,84,80.5,0,8.5,4.7,30,1003,1.9,50,0,0,0
Saturday,24-08-2024,21:00:00,85.9,101.6,84,80.5,0.004,7.8,3.4,30,1004,1.9,50,0,0,0
Saturday,24-08-2024,22:00:00,85.9,101.6,84,80.5,0.004,8.3,4.7,50,1004,1.9,50,0,0,0
Saturday,24-08-2024,23:00:00,85.9,101.6,84,80.5,0.012,8.9,5.8,50,1004,1.9,50,0,0,0
Sunday,25-08-2024,00:00:00,84.1,100.4,94.35,82.3,0.016,11.2,4.7,50,1004,1.9,50,0,0,0
Sunday,25-08-2024,01:00:00,84.1,98,88.99,80.5,0,15.7,8.1,60,1004,1.9,88,0,0,0
Sunday,25-08-2024,02:00:00,78.7,78.7,94.23,76.9,0,18.1,5.8,50,1003,1.2,100,0,0,0
Sunday,25-08-2024,03:00:00,78.7,78.7,94.23,76.9,0,22.1,4.7,40,1003,1.9,88,0,0,0
Sunday,25-08-2024,04:00:00,78.7,78.7,94.23,76.9,0,20.8,3.4,50,1003,1.9,88,0,0,0
Sunday,25-08-2024,05:00:00,80.5,89,100,80.5,0,23.5,6.9,70,1003,1.9,50,0,0,0
Sunday,25-08-2024,06:00:00,80.5,89,100,80.5,0,24.6,6.9,70,1004,1.9,50,0,0,0
Sunday,25-08-2024,07:00:00,82.3,93.8,94.31,80.5,0,22.4,8.1,80,1004,1.9,50,10,0,0
Sunday,25-08-2024,08:00:00,85.9,104.4,89.06,82.3,0,21,8.1,90,1004,1.9,50,125,0.5,1
Sunday,25-08-2024,09:00:00,85.9,101.6,84,80.5,0,19.7,8.1,90,1004,1.9,50,324,1.2,3
Sunday,25-08-2024,10:00:00,87.7,102.1,74.78,78.7,0,19.2,9.2,90,1004,1.9,88,525,1.9,5
Sunday,25-08-2024,11:00:00,89.5,104.9,70.65,78.7,0,17.9,8.1,70,1003,2.5,88,694,2.5,7
Sunday,25-08-2024,12:00:00,91.3,107.5,66.77,78.7,0,18.3,8.1,70,1003,2.5,88,812,2.9,8
Sunday,25-08-2024,13:00:00,91.3,107.5,66.77,78.7,0,18.3,6.9,90,1002,2.5,88,868,3.1,9
Sunday,25-08-2024,14:00:00,91.3,104.8,62.92,76.9,0,19.2,9.2,80,1001,2.5,50,857,3.1,9
Sunday,25-08-2024,15:00:00,91.3,104.8,62.92,76.9,0,20.8,9.2,80,1000,3.1,50,719,2.6,7
Sunday,25-08-2024,16:00:00,91.3,104.8,62.92,76.9,0,20.8,9.2,70,1000,3.1,50,416,1.5,4
Sunday,25-08-2024,17:00:00,91.3,104.8,62.92,76.9,0,20.8,9.2,80,1000,3.1,50,134,0.5,1
Sunday,25-08-2024,18:00:00,89.5,100,62.7,75.1,0.012,20.8,9.2,80,1000,3.1,50,49,0.2,0
Sunday,25-08-2024,19:00:00,89.5,102.3,66.57,76.9,0,15.7,8.1,70,1001,3.1,50,34,0.1,0
Sunday,25-08-2024,20:00:00,87.7,102.1,74.78,78.7,0.004,16.6,8.1,80,1002,2.5,50,0,0,0
Sunday,25-08-2024,21:00:00,87.7,102.1,74.78,78.7,0.035,19.2,9.2,70,1002,2.5,50,0,0,0
Sunday,25-08-2024,22:00:00,85.9,101.6,84,80.5,0.039,20.4,9.2,80,1002,2.5,50,0,0,0
Sunday,25-08-2024,23:00:00,85.9,101.6,84,80.5,0.047,20.6,9.2,80,1002,2.5,25,0,0,0
